time,open,high,low,close,Volume,Volume MA
2010-06-01T13:30:00Z,1.266665,2.027945,1.169331,1.588665,539665738,NaN
2010-07-01T13:30:00Z,1.666665,1.727998,0.998666,1.329332,969509175,NaN
2010-08-02T13:30:00Z,1.366665,1.478665,1.159332,1.298665,225755405,NaN
2010-09-01T13:30:00Z,1.307999,1.543998,1.299999,1.360332,270733940,NaN
2010-10-01T13:30:00Z,1.379332,1.457999,1.333332,1.455999,98288217,NaN
2010-11-01T13:30:00Z,1.462665,2.399998,1.403332,2.355331,424841260,NaN
2010-12-01T14:30:00Z,2.391331,2.427998,1.666665,1.775332,553523598,NaN
2011-01-03T14:30:00Z,1.789332,1.913999,1.491332,1.606666,426453701,NaN
2011-02-01T14:30:00Z,1.620665,1.699332,1.407332,1.592665,439757800,NaN
2011-03-01T14:30:00Z,1.603332,1.913999,1.451332,1.849998,488517939,NaN
2011-04-01T13:30:00Z,1.829998,1.878664,1.613332,1.839999,448753039,NaN
2011-05-02T13:30:00Z,1.839999,2.018665,1.701332,2.009331,455303874,NaN
2011-06-01T13:30:00Z,1.999998,2.099998,1.699998,1.941998,596006206,NaN
2011-07-01T13:30:00Z,1.937999,2.029331,1.775332,1.877998,316583840,NaN
2011-08-01T13:30:00Z,1.911331,1.946665,1.433332,1.649332,408360025,NaN
2011-09-01T13:30:00Z,1.643998,1.799332,1.485998,1.625998,270326855,NaN
2011-10-03T13:30:00Z,1.663332,1.999998,1.528664,1.957998,324949364,NaN
2011-11-01T13:30:00Z,1.892665,2.333331,1.866665,2.182665,387831992,NaN
2011-12-01T14:30:00Z,2.171332,2.333331,1.735332,1.903998,316944007,NaN
2012-01-03T14:30:00Z,1.929331,1.999998,1.509332,1.937999,384243193,417317458.4
2012-02-01T14:30:00Z,1.937999,2.331331,1.933331,2.227331,347961011,407732222.05
2012-03-01T14:30:00Z,2.233997,2.663331,2.174664,2.482665,332478983,375880712.45
2012-04-02T13:30:00Z,2.488664,2.564637,2.066665,2.208664,341426236,381664254
2012-05-01T13:30:00Z,2.208664,2.311997,1.788665,1.966665,512782972,393766705.6
2012-06-01T13:30:00Z,1.901998,2.299998,1.807332,2.085997,391993251,408451957.3
2012-07-02T13:30:00Z,2.089999,2.399998,1.813999,1.827998,488211536,411620471.1
2012-08-01T13:30:00Z,1.865999,2.086665,1.701332,1.901331,367227611,402305671.75
2012-09-04T13:30:00Z,1.901331,2.185331,1.819665,1.951998,499536567,405959815.05
2012-10-01T13:30:00Z,1.966665,2.006665,1.790665,1.875424,264385636,397191206.85
2012-11-01T13:30:00Z,1.883331,2.285997,1.879998,2.254665,356457914,390588205.6
2012-12-03T14:30:00Z,2.259331,2.386664,2.183331,2.257998,325739429,384437525.1
2013-01-02T14:30:00Z,2.333331,2.580665,2.140665,2.500663,426956801,383020171.45
2013-02-01T14:30:00Z,2.544664,2.666664,2.253331,2.321998,663897863,386414754.3
2013-03-01T14:30:00Z,2.333331,2.632665,2.283331,2.525997,444986342,392834879.4
2013-04-01T13:30:00Z,2.823997,3.878662,2.680697,3.59933,1223574297,433595593
2013-05-01T13:30:00Z,3.732664,7.659992,3.53333,6.517326,4969221850,668540342.75
2013-06-03T13:30:00Z,6.507993,7.349993,5.883327,7.157326,2688049957,786695372.4
2013-07-01T13:30:00Z,7.290659,9.165992,6.96666,8.951991,3444073532,939507449.4
2013-08-01T13:30:00Z,8.999991,11.533322,8.823991,11.266655,3889505363,1118135517.2
2013-09-03T13:30:00Z,11.559988,12.966654,10.567322,12.89132,2569506865,1227398700.8
2013-10-01T13:30:00Z,12.930654,12.948654,10.19999,10.662656,3877237390,1403862519.75
2013-11-01T13:30:00Z,10.866656,12.095321,7.739992,8.485325,4626063297,1618541735.45
2013-12-02T14:30:00Z,8.423325,10.533323,8.262058,10.02859,2965384457,1749739646.5
2014-01-02T14:30:00Z,9.986657,12.399988,9.111391,12.093988,2768422782,1862521637
2014-02-03T14:30:00Z,12.192654,17.666649,11.290655,16.32065,3403379989,2013090973.9
2014-03-03T14:30:00Z,15.817318,17.333316,13.53332,13.896653,2502510797,2113805936.95
2014-04-01T13:30:00Z,13.934653,15.715318,12.287988,13.859319,2478889028,2219389007.8
2014-05-01T13:30:00Z,13.80532,14.577292,11.814655,13.851319,2023132249,2295568791.9
2014-06-02T13:30:00Z,13.821986,16.299317,13.283387,16.003984,1851767172,2374937868.7
2014-07-01T13:30:00Z,16.163984,16.229317,14.239986,14.886652,1620760262,2438152986.1
2014-08-01T13:30:00Z,15.072652,18.133315,15.066652,17.979982,1723703881,2508051208.7
2014-09-02T13:30:00Z,18.366648,19.427981,16.008311,16.17865,1994229526,2586414844.95
2014-10-01T13:30:00Z,16.146651,17.702649,14.487986,16.113317,2282224972,2667331200.4
2014-11-03T14:30:00Z,16.199984,17.332649,15.233318,16.301317,1615967357,2725880251.15
2014-12-01T14:30:00Z,16.077317,16.164651,12.84332,14.827319,1906506952,2760026883.9
2015-01-02T14:30:00Z,14.857985,14.883318,12.333321,13.57332,1353134920,2579222537.4
2015-02-02T14:30:00Z,13.597986,15.031985,12.88532,13.555986,1600766161,2524858347.6
2015-03-02T14:30:00Z,13.51332,13.745986,12.093321,12.584654,1844852315,2444897286.75
2015-04-01T13:30:00Z,12.579987,15.916651,12.403321,15.069985,1484176986,2324630867.9
2015-05-01T13:30:00Z,15.329318,16.85783,14.683319,16.719983,1336918073,2263001428.3
2015-06-01T13:30:00Z,16.76065,18.093982,16.37865,17.883982,982098401,2118244478.85
2015-07-01T13:30:00Z,18.073982,19.109981,16.719317,17.743316,1200914841,1946987056.05
2015-08-03T13:30:00Z,17.752649,18.066649,12.999987,16.603983,1729129688,1885174317.6
2015-09-01T13:30:00Z,16.022651,18.104649,15.797984,16.559983,1204316498,1806969003.4
2015-10-01T13:30:00Z,16.50065,16.655983,13.466653,13.79532,1512822151,1712441111.5
2015-11-02T14:30:00Z,13.927986,15.638938,13.719986,15.350651,1177326266,1646181884.95
2015-12-01T14:30:00Z,15.403985,16.24225,14.324652,16.000651,897783724,1567126619.75
2016-01-04T14:30:00Z,15.381318,15.425318,12.160655,12.746654,1188708458,1525405430.2
2016-02-01T14:30:00Z,12.583987,13.30132,9.403324,12.795321,2005587448,1533096444
2016-03-01T14:30:00Z,12.949987,15.991984,12.099988,15.317985,1543944257,1529255643.75
2016-04-01T13:30:00Z,16.32165,17.955982,15.549984,16.050651,2032610982,1544700998.8
2016-05-02T13:30:00Z,16.099984,16.21265,13.577133,14.881985,1549701699,1522474607.45
2016-06-01T13:30:00Z,14.765319,16.056317,12.524654,14.151986,1825318198,1499629268.75
2016-07-01T13:30:00Z,13.742653,15.685318,13.73332,15.652651,1111030912,1474382446.5
2016-08-01T13:30:00Z,15.699984,15.775318,13.909986,14.133986,934371009,1425775649.35
2016-09-01T13:30:00Z,13.933986,14.073313,12.896654,13.601986,1059668727,1411102339.7
2016-10-03T13:30:00Z,14.153319,14.377906,12.799987,13.181987,1382005223,1400164292.8
2016-11-01T13:30:00Z,13.202653,13.289987,11.879321,12.626654,1483292929,1382086323.5
2016-12-01T14:30:00Z,12.549987,14.919985,11.999988,14.245986,1319901483,1373872548.35
2017-01-03T14:30:00Z,14.323986,17.230649,14.063986,16.795317,1510249799,1382539134.65
2017-02-01T14:30:00Z,16.869983,19.159314,16.133984,16.665983,1793106314,1423089530.3
2017-03-01T14:30:00Z,16.945316,18.799981,16.185384,18.553315,1605673952,1443327485.85
2017-04-03T13:30:00Z,19.126648,20.986646,18.971981,20.937979,1754101760,1444576089.45
2017-05-01T13:30:00Z,20.991979,22.85931,19.383987,22.733977,2220822036,1495401366.35
2017-06-01T13:30:00Z,22.93331,25.799308,22.280644,24.107309,2789268391,1559223678.35
2017-07-03T13:30:00Z,24.682642,24.756642,20.208646,21.564645,2724603780,1636587554.05
2017-08-01T13:30:00Z,21.533312,24.666642,20.747979,23.726643,2054122385,1694404487.1
2017-09-01T13:30:00Z,23.74131,25.973974,22.359978,22.739977,1672891482,1718613638.3
2017-10-02T13:30:00Z,22.834644,24.199976,21.110646,22.101978,1845553625,1710611947.15
2017-11-01T13:30:00Z,22.149978,22.173904,19.508647,20.589979,2231864866,1745007977.6
2017-12-01T14:30:00Z,20.362646,23.162644,19.99998,20.756646,1648271717,1725791014.35
2018-01-02T14:30:00Z,20.799979,24.033309,20.378646,23.620643,1864074655,1741509662.15
2018-02-01T14:30:00Z,23.399977,23.999309,19.650647,22.870644,1637856609,1732136582.7
2018-03-01T14:30:00Z,23.000644,23.244643,16.547317,17.741982,2359031290,1794536601.6
2018-04-02T13:30:00Z,17.083983,20.633313,16.30599,19.593314,2855182271,1890577164.7
2018-05-01T13:30:00Z,19.567314,20.865979,18.228115,18.981981,2333671842,1954277320.45
2018-06-01T13:30:00Z,19.057314,24.915308,18.922581,22.86331,3201377590,2045245938.8
2018-07-02T13:30:00Z,24.004643,24.318642,19.075314,19.87598,2585360995,2100349342.1
2018-08-01T13:30:00Z,19.86598,25.830641,19.213314,20.110647,4160406504,2242374593.15
2018-09-04T13:30:00Z,19.79598,20.997312,16.81697,17.651316,2941135028,2313918854.6
2018-10-01T13:30:00Z,20.384646,23.143977,16.517983,22.487978,4295415189,2439034298.35
2018-11-01T13:30:00Z,22.550644,24.449976,21.666645,23.36531,1995287992,2458515000.35
2018-12-03T14:30:00Z,23.999976,25.299308,19.60598,22.186644,2196769934,2480648409.05
2019-01-02T14:30:00Z,20.406646,23.466643,18.618855,20.46798,2634912374,2501352925.95
2019-02-01T14:30:00Z,20.361313,21.615978,19.251321,21.325312,1928255729,2458302292.85
2019-03-01T14:30:00Z,20.462646,20.475313,16.963983,18.657315,3206909492,2482417578.45
2019-04-01T13:30:00Z,18.841314,19.744647,15.408651,15.912651,3461371545,2552780036.45
2019-05-01T13:30:00Z,15.923317,17.223309,12.273321,12.343988,4238986783,2681084801.5
2019-06-03T13:30:00Z,12.367321,15.649318,11.799448,14.897318,3224561583,2750035199.4
2019-07-01T13:30:00Z,15.347318,17.737982,14.814652,16.107317,2990573576,2787970634.9
2019-08-01T13:30:00Z,16.17665,16.30065,14.066653,15.040652,2011558325,2806134965.3
2019-09-03T13:30:00Z,14.938652,16.899983,14.557319,16.057984,2048448704,2815353667.75
2019-10-01T13:30:00Z,16.099984,22.722644,14.951985,20.994646,3526789043,2909800289.45
2019-11-01T13:30:00Z,21.087979,24.079976,20.617313,21.995978,2368388107,2910268130.3
2019-12-02T14:30:00Z,21.959978,29.020638,21.816645,27.888639,3110859851,2923052009.3
2020-01-02T14:30:00Z,28.299972,43.53329,28.113972,43.37129,6124580034,3112597418.9
2020-02-03T14:30:00Z,44.912622,64.599262,40.767959,44.532622,7102597275,3307658403.15
2020-03-02T14:30:00Z,47.417286,53.798613,23.36731,34.933298,6316015742,3494191140.5
2020-04-01T13:30:00Z,33.599966,57.987942,29.75997,52.125281,5723441878,3572342909.2
2020-05-01T13:30:00Z,50.333283,56.219277,45.535954,55.666611,4092718875,3629922101.55
2020-06-01T13:30:00Z,57.199943,72.512594,56.939943,71.987261,3838780713,3607090377.75
2020-07-01T13:30:00Z,72.199928,119.66588,72.033261,95.383905,5680838593,3791367907.8
2020-08-03T13:30:00Z,96.613237,166.713167,90.999909,166.106501,4673636177,3915211219.95
2020-09-01T13:30:00Z,167.379833,167.496499,109.95989,143.00319,5210862536,4044008728.05
2020-10-01T13:30:00Z,146.919853,155.299845,126.369874,129.346537,2501727143,4072682298.75
2020-11-02T14:30:00Z,131.333202,202.599797,130.766536,189.199811,2348232980,4029748473.15
2020-12-01T14:30:00Z,199.196467,239.573094,180.403153,235.223098,3590772534,4036218522.6
2021-01-04T14:30:00Z,239.81976,300.133033,239.062928,264.509735,2118075098,3930172938.35
2021-02-01T14:30:00Z,271.429729,293.499707,206.333127,225.166442,1568821689,3847385943.65
2021-03-01T14:30:00Z,230.036437,240.36976,179.82982,222.643111,2828055459,3839260037.8
2021-04-01T13:30:00Z,229.456437,260.263073,219.806447,236.479764,2035753448,3840469793.95
2021-05-03T13:30:00Z,234.599765,235.333098,182.326484,208.406458,1875529484,3831823832.95
2021-06-01T13:30:00Z,209.266457,232.539767,190.406476,226.56644,1559767003,3733472730.95
2021-07-01T13:30:00Z,227.973105,233.3331,206.819793,229.066438,1345479587,3682327304.95
2021-08-02T13:30:00Z,233.3331,246.79642,216.279784,245.239755,1145920816,3584080353.2
2021-09-01T13:30:00Z,244.693089,266.333067,236.283097,258.493075,1170647993,3336383751.15
2021-10-01T13:30:00Z,259.466407,371.736295,254.529745,371.332962,1586805188,3060594146.8
2021-11-01T13:30:00Z,381.666285,414.496252,326.199674,381.586285,1947336876,2842160203.5
2021-12-01T14:30:00Z,386.897946,390.946242,295.373038,352.259648,1530965735,2632536396.35
2022-01-03T14:30:00Z,382.582951,402.666264,264.003069,312.239688,1917818151,2523791360.15
2022-02-01T14:30:00Z,311.736355,315.923017,233.3331,290.143043,1391492229,2401426935.95
2022-03-01T14:30:00Z,289.893043,371.589628,252.013081,359.199641,1729455280,2203857770.3
2022-04-01T13:30:00Z,360.382973,384.289616,273.899726,290.253043,1521103848,2046231153.85
2022-05-02T13:30:00Z,286.923046,318.499681,206.85646,252.753081,1948223403,1883099197.2
2022-06-01T13:30:00Z,251.719748,264.209736,208.693125,224.473109,2012479339,1858636807
2022-07-01T13:30:00Z,226.999773,298.319702,216.166484,297.149703,1745351666,1828492741.3
2022-08-01T13:30:00Z,301.274699,314.666352,271.81,275.61,1695636554,1733735942.3
2022-09-01T13:30:00Z,272.575,313.8,262.47,265.25,1299403694,1692802372.1
2022-10-03T13:30:00Z,254.5,257.5,198.5863,227.54,1735577735,1701140174.4
2022-11-01T13:30:00Z,234.05,237.3951,166.185,194.7,1885408367,1654007819.8
2022-12-01T14:30:00Z,197.08,198.92,108.24,123.18,2944247785,1699432536.65
2023-01-03T14:30:00Z,118.47,180.68,101.81,173.22,3897499392,1800531032.05
2023-02-01T14:30:00Z,173.89,183.805,169.93,181.41,213806323,1733232998.05